"title","year","genres","rating"
"Tôkyô goddofâzâzu","2003","adventure,animation,comedy,drama","7.8 base on 29,077 votes"
"Diarios de motocicleta","2004","adventure,biography,drama","7.8 base on 94,608 votes"
"Cast Away","2000","adventure,drama,romance","7.8 base on 503,666 votes"
"Shrek","2001","adventure,animation,comedy,family,fantasy","7.8 base on 594,259 votes"
"Majo no takkyûbin","1989","adventure,animation,drama,family,fantasy","7.8 base on 114,125 votes"
"Back to the Future Part II","1989","adventure,comedy","7.8 base on 459,203 votes"
"The Goonies","1985","adventure,comedy,family","7.8 base on 233,082 votes"
"The Right Stuff","1983","adventure,biography,drama,history","7.8 base on 54,411 votes"
"The Man Who Would Be King","1975","adventure,history,war","7.8 base on 42,688 votes"
"The Ten Commandments","1956","adventure,drama","7.8 base on 61,688 votes"
"Great Expectations","1946","adventure,drama,mystery,romance","7.8 base on 21,296 votes"
"To Have and Have Not","1944","adventure,comedy,romance,thriller,war","7.8 base on 29,822 votes"
"Nebraska","2013","adventure,comedy,drama","7.7 base on 109,607 votes"
"Wreck-It Ralph","2012","adventure,animation,comedy,family,fantasy","7.7 base on 367,429 votes"
"Le Petit Prince","2015","adventure,animation,drama,family,fantasy","7.7 base on 54,123 votes"
"Harry Potter and the Deathly Hallows: Part 1","2010","adventure,family,fantasy,mystery","7.7 base on 456,287 votes"
"Gake no ue no Ponyo","2008","adventure,animation,comedy,family,fantasy","7.7 base on 117,108 votes"
"Tangled","2010","adventure,animation,comedy,family,fantasy,musical,romance","7.7 base on 391,441 votes"
"Harry Potter and the Goblet of Fire","2005","adventure,family,fantasy,mystery","7.7 base on 522,983 votes"
"O Brother, Where Art Thou?","2000","adventure,comedy,crime,music","7.7 base on 275,975 votes"
"Im Juli","2000","adventure,comedy,romance","7.7 base on 20,451 votes"
"Interstate 60: Episodes of the Road","2002","adventure,comedy,drama,fantasy","7.7 base on 29,012 votes"
"Kurenai no buta","1992","adventure,animation,comedy,fantasy,romance","7.7 base on 71,745 votes"
"Who Framed Roger Rabbit","1988","adventure,animation,comedy,crime,family,fantasy,mystery","7.7 base on 176,624 votes"
"L'ours","1988","adventure,drama,family","7.7 base on 16,031 votes"
"Seksmisja","1984","adventure,comedy","7.7 base on 11,544 votes"
"Rupan sansei: Kariosutoro no shiro","1979","adventure,animation,family,fantasy","7.7 base on 25,159 votes"
"Sorcerer","1977","adventure,drama,thriller","7.7 base on 16,618 votes"
"Les 12 travaux d'Astérix","1976","adventure,animation,comedy,family,fantasy","7.7 base on 14,600 votes"
"Deliverance","1972","adventure,drama,thriller","7.7 base on 95,585 votes"
"The African Queen","1951","adventure,drama,romance,war","7.7 base on 69,425 votes"
"Only Angels Have Wings","1939","adventure,drama,romance","7.7 base on 11,939 votes"
"Lost Horizon","1937","adventure,drama,fantasy,mystery","7.7 base on 11,640 votes"
"Mutiny on the Bounty","1935","adventure,biography,drama,history,romance","7.7 base on 20,025 votes"
"Moana","I (2016)","adventure,animation,comedy,family,fantasy,musical","7.6 base on 253,584 votes"
"Bacurau","2019","adventure,mystery,thriller","7.6 base on 13,515 votes"
"Kari-gurashi no Arietti","2010","adventure,animation,family,fantasy","7.6 base on 75,482 votes"
"Zombieland","2009","adventure,comedy,fantasy","7.6 base on 505,343 votes"
"Sin nombre","2009","adventure,crime,drama,thriller","7.6 base on 30,519 votes"
"Stardust","2007","adventure,family,fantasy,romance","7.6 base on 247,568 votes"
"The Secret of Kells","2009","adventure,animation,family,fantasy","7.6 base on 30,010 votes"
"Batoru rowaiaru","2000","adventure,drama,thriller","7.6 base on 164,855 votes"
"Harry Potter and the Sorcerer's Stone","2001","adventure,family,fantasy","7.6 base on 613,656 votes"
"Mulan","1998","adventure,animation,family,fantasy,musical,war","7.6 base on 240,729 votes"
"Fear and Loathing in Las Vegas","1998","adventure,comedy,drama","7.6 base on 252,015 votes"
"Dead Man","1995","adventure,drama,fantasy,western","7.6 base on 87,805 votes"
"Apollo 13","I (1995)","adventure,drama,history","7.6 base on 259,051 votes"
"The Abyss","1989","adventure,drama,mystery,thriller","7.6 base on 158,106 votes"
"Le grand bleu","1988","adventure,drama,sport","7.6 base on 46,792 votes"
"The Secret of NIMH","1982","adventure,animation,drama,family,fantasy,thriller","7.6 base on 35,031 votes"
"The Muppet Movie","1979","adventure,comedy,family,musical","7.6 base on 31,403 votes"
"Watership Down","1978","adventure,animation,drama,thriller","7.6 base on 32,655 votes"
"The Many Adventures of Winnie the Pooh","1977","adventure,animation,comedy,family,musical","7.6 base on 31,348 votes"
"Robin Hood","1973","adventure,animation,comedy,family,romance","7.6 base on 111,273 votes"
"Jeremiah Johnson","1972","adventure,drama,western","7.6 base on 27,472 votes"
"Walkabout","1971","adventure,drama","7.6 base on 22,005 votes"
"Little Big Man","1970","adventure,comedy,drama,western","7.6 base on 31,850 votes"
"Kelly's Heroes","1970","adventure,comedy,war","7.6 base on 43,796 votes"
"The Jungle Book","1967","adventure,animation,family,musical","7.6 base on 160,468 votes"
"The Sand Pebbles","1966","adventure,drama,romance,war","7.6 base on 12,981 votes"
"The Time Machine","1960","adventure,romance,thriller","7.6 base on 34,972 votes"
"Onward","I (2020)","adventure,animation,comedy,family,fantasy","7.5 base on 61,384 votes"
"Madaari","2016","adventure,drama,thriller","7.5 base on 12,411 votes"
"A Monster Calls","2016","adventure,drama,family,fantasy","7.5 base on 77,433 votes"
"Ice Age","2002","adventure,animation,comedy,family,fantasy","7.5 base on 427,136 votes"
"Thelma & Louise","1991","adventure,crime,drama","7.5 base on 130,416 votes"
"Neco z Alenky","1988","adventure,animation,fantasy,horror,thriller","7.5 base on 11,007 votes"
"The Last Unicorn","1982","adventure,animation,drama,family,fantasy","7.5 base on 23,627 votes"
"The Flight of the Phoenix","1965","adventure,drama","7.5 base on 18,293 votes"
"The Thief of Bagdad","1940","adventure,family,fantasy,romance","7.5 base on 11,481 votes"
"A Dog's Journey","2019","adventure,comedy,drama,family,fantasy","7.4 base on 15,544 votes"
"The Jungle Book","2016","adventure,drama,family,fantasy","7.4 base on 252,440 votes"
"The Hobbit: The Battle of the Five Armies","2014","adventure,fantasy","7.4 base on 459,846 votes"
"Frozen","I (2013)","adventure,animation,comedy,family,fantasy,musical","7.4 base on 555,161 votes"
"Nordwand","2008","adventure,biography,drama,history,sport","7.4 base on 14,372 votes"
"The Three Burials of Melquiades Estrada","2005","adventure,crime,drama,mystery,western","7.4 base on 38,105 votes"
"Transamerica","2005","adventure,comedy,drama","7.4 base on 39,764 votes"
"The Curse of the Were-Rabbit","2005","adventure,animation,comedy,family,fantasy,horror,mystery","7.4 base on 121,832 votes"
"Harry Potter and the Chamber of Secrets","2002","adventure,family,fantasy,mystery","7.4 base on 528,050 votes"
"Rabbit-Proof Fence","2002","adventure,biography,drama,history","7.4 base on 26,857 votes"
"Back to the Future Part III","1990","adventure,comedy,western","7.4 base on 387,123 votes"
"The Land Before Time","1988","adventure,animation,drama,family","7.4 base on 77,471 votes"
"The Mission","1986","adventure,drama,history","7.4 base on 53,953 votes"
"Labyrinth","1986","adventure,family,fantasy,musical","7.4 base on 119,745 votes"
"The NeverEnding Story","1984","adventure,drama,family,fantasy","7.4 base on 127,494 votes"
"National Lampoon's Vacation","1983","adventure,comedy","7.4 base on 92,630 votes"
"Gallipoli","1981","adventure,drama,history,war","7.4 base on 35,666 votes"
"Excalibur","1981","adventure,drama,fantasy,romance","7.4 base on 55,720 votes"
"Les aventures de Rabbi Jacob","1973","adventure,comedy,crime","7.4 base on 11,541 votes"
"The Cowboys","1972","adventure,drama,western","7.4 base on 12,649 votes"
"True Grit","1969","adventure,drama,western","7.4 base on 41,100 votes"
"Yellow Submarine","1968","adventure,animation,comedy,fantasy,musical","7.4 base on 23,857 votes"
"Alice in Wonderland","1951","adventure,animation,family,fantasy,musical","7.4 base on 124,343 votes"
"The Shape of Water","2017","adventure,drama,fantasy,romance,thriller","7.3 base on 351,014 votes"
"The Nightingale","I (2018)","adventure,drama,thriller","7.3 base on 15,160 votes"
"The Walk","II (2015)","adventure,biography,drama","7.3 base on 116,060 votes"
"La isla mínima","2014","adventure,crime,horror,mystery,thriller","7.3 base on 28,966 votes"
"Fantastic Beasts and Where to Find Them","2016","adventure,family,fantasy","7.3 base on 393,061 votes"
"Chef","2014","adventure,comedy,drama","7.3 base on 187,262 votes"
"Shaun the Sheep Movie","2015","adventure,animation,comedy,family,fantasy","7.3 base on 35,784 votes"
"Finding Dory","2016","adventure,animation,comedy,family","7.3 base on 230,160 votes"
"The Book of Life","2014","adventure,animation,comedy,family,fantasy,musical,romance","7.3 base on 62,604 votes"
"Beasts of the Southern Wild","2012","adventure,drama,fantasy","7.3 base on 79,424 votes"
"Despicable Me 2","2013","adventure,animation,comedy,family,fantasy","7.3 base on 360,181 votes"
"Monsters University","2013","adventure,animation,comedy,family,fantasy","7.3 base on 310,524 votes"
"The Way Back","I (2010)","adventure,drama,history","7.3 base on 106,889 votes"
"The Simpsons Movie","2007","adventure,animation,comedy","7.3 base on 302,887 votes"
"Eight Below","2006","adventure,drama,family","7.3 base on 59,348 votes"
"Galaxy Quest","1999","adventure,comedy","7.3 base on 144,068 votes"
"The Emperor's New Groove","2000","adventure,animation,comedy,family,fantasy","7.3 base on 172,677 votes"
"Tarzan","1999","adventure,animation,family,romance","7.3 base on 195,685 votes"
"Dogma","1999","adventure,comedy,drama,fantasy","7.3 base on 204,401 votes"
"Hercules","1997","adventure,animation,comedy,family,fantasy,musical,romance","7.3 base on 197,187 votes"
"The Brave Little Toaster","1987","adventure,animation,family,fantasy,musical","7.3 base on 23,080 votes"
"Star Trek IV: The Voyage Home","1986","adventure,comedy","7.3 base on 76,264 votes"
"Ronja Rövardotter","1984","adventure,drama,family,fantasy","7.3 base on 10,069 votes"
"A Passage to India","1984","adventure,drama,history","7.3 base on 16,400 votes"
"La guerre du feu","1981","adventure,drama,history","7.3 base on 20,061 votes"
"The Fox and the Hound","1981","adventure,animation,drama,family","7.3 base on 81,799 votes"
"The Gods Must Be Crazy","1980","adventure,comedy","7.3 base on 51,102 votes"
"The Black Stallion","1979","adventure,family,sport","7.3 base on 11,260 votes"
"Easy Rider","1969","adventure,drama","7.3 base on 96,372 votes"
"Mutiny on the Bounty","1962","adventure,drama,history,romance","7.3 base on 14,519 votes"
"Old Yeller","1957","adventure,drama,family,western","7.3 base on 11,355 votes"
"Moby Dick","1956","adventure,drama","7.3 base on 16,374 votes"
"Lady and the Tramp","1955","adventure,animation,comedy,drama,family,romance","7.3 base on 117,976 votes"
"Peter Pan","1953","adventure,animation,family,fantasy,musical","7.3 base on 121,388 votes"
"Gunga Din","1939","adventure,comedy,war","7.3 base on 10,570 votes"
"Papillon","I (2017)","adventure,biography,crime,drama","7.2 base on 46,945 votes"
"The Physician","2013","adventure,drama,history","7.2 base on 35,342 votes"
"Trash","I (2014)","adventure,crime,drama,mystery,thriller","7.2 base on 19,851 votes"
"God Bless America","2011","adventure,comedy,crime,drama,thriller","7.2 base on 67,138 votes"
"Hoshi o ou kodomo","2011","adventure,animation,drama,family,fantasy","7.2 base on 12,856 votes"
"A Dog's Purpose","2017","adventure,comedy,drama,family,fantasy","7.2 base on 62,330 votes"
"Kon-Tiki","2012","adventure,biography,drama,history","7.2 base on 44,160 votes"
"Winnie the Pooh","2011","adventure,animation,comedy,family,musical","7.2 base on 20,954 votes"
"Rango","2011","adventure,animation,comedy,family,western","7.2 base on 228,325 votes"
"Agora","2009","adventure,biography,drama,history,romance","7.2 base on 64,395 votes"
"Paddington","2014","adventure,comedy,family,fantasy","7.2 base on 93,378 votes"
"The Darjeeling Limited","2007","adventure,comedy,drama","7.2 base on 174,755 votes"
"Death Note - Desu nôto: The Last Name","2006","adventure,crime,drama,fantasy,mystery,thriller","7.2 base on 15,185 votes"
"I Am Legend","2007","adventure,drama,thriller","7.2 base on 668,361 votes"
"The Descent","2005","adventure,horror,thriller","7.2 base on 194,754 votes"
"Neko no ongaeshi","2002","adventure,animation,comedy,family,fantasy,romance","7.2 base on 45,223 votes"
"Shrek 2","2004","adventure,animation,comedy,family,fantasy,romance","7.2 base on 405,800 votes"
"Metoroporisu","2001","adventure,animation,drama,thriller","7.2 base on 19,734 votes"
"Lilo & Stitch","2002","adventure,animation,comedy,drama,family,fantasy","7.2 base on 161,395 votes"
"Cold Mountain","2003","adventure,drama,history,romance,war","7.2 base on 136,900 votes"
"Treasure Planet","2002","adventure,animation,family","7.2 base on 97,758 votes"
"A Bug's Life","1998","adventure,animation,comedy,family","7.2 base on 258,969 votes"
"Anastasia","1997","adventure,animation,drama,family,fantasy,musical,mystery,romance","7.2 base on 108,119 votes"
"The Adventures of Baron Munchausen","1988","adventure,comedy,fantasy","7.2 base on 49,431 votes"
"The Great Mouse Detective","1986","adventure,animation,family,musical,mystery","7.2 base on 43,170 votes"
"The Dark Crystal","1982","adventure,family,fantasy","7.2 base on 60,214 votes"
"The Great Muppet Caper","1981","adventure,comedy,crime,family,musical,mystery","7.2 base on 13,126 votes"
"Astérix et Cléopâtre","1968","adventure,animation,comedy,family,history","7.2 base on 11,382 votes"
"Week End","1967","adventure,comedy,drama","7.2 base on 12,688 votes"
"Help!","1965","adventure,comedy,musical","7.2 base on 16,742 votes"
"The Troops of St. Tropez","1964","adventure,comedy,crime","7.2 base on 10,662 votes"
"The Sword in the Stone","1963","adventure,animation,comedy,family,fantasy,musical","7.2 base on 86,108 votes"
"One Hundred and One Dalmatians","1961","adventure,animation,comedy,family","7.2 base on 147,297 votes"
"Swiss Family Robinson","1960","adventure,family","7.2 base on 13,520 votes"
"20,000 Leagues Under the Sea","1954","adventure,drama,family,fantasy","7.2 base on 28,084 votes"
"Monos","2019","adventure,drama,thriller","7.1 base on 10,127 votes"
"Ralph Breaks the Internet","2018","adventure,animation,comedy,family,fantasy","7.1 base on 119,977 votes"
"Kajaki","2014","adventure,biography,drama,thriller,war","7.1 base on 11,291 votes"
"The Christmas Chronicles","2018","adventure,comedy,family,fantasy","7.1 base on 42,473 votes"
"Copenhagen","2014","adventure,drama,romance","7.1 base on 11,825 votes"
"Table No.21","2013","adventure,thriller","7.1 base on 10,751 votes"
"The Kings of Summer","2013","adventure,comedy,drama","7.1 base on 75,882 votes"
"Hundraåringen som klev ut genom fönstret och försvann","2013","adventure,comedy","7.1 base on 37,283 votes"
"Arthur Christmas","2011","adventure,animation,comedy,family,fantasy","7.1 base on 48,638 votes"
"Brave","2012","adventure,animation,comedy,family,fantasy","7.1 base on 360,404 votes"
"The Muppets","2011","adventure,comedy,family,musical","7.1 base on 85,425 votes"
"The Princess and the Frog","2009","adventure,animation,comedy,family,fantasy,musical,romance","7.1 base on 118,133 votes"
"Harold & Kumar Go to White Castle","2004","adventure,comedy","7.1 base on 178,189 votes"
"The SpongeBob SquarePants Movie","2004","adventure,animation,comedy,family,fantasy","7.1 base on 75,771 votes"
"Deux frères","2004","adventure,drama,family","7.1 base on 14,107 votes"
"Nicholas Nickleby","2002","adventure,drama,romance","7.1 base on 11,256 votes"
"Spirit: Stallion of the Cimarron","2002","adventure,animation,drama,family,western","7.1 base on 62,407 votes"
